146,"(13525, 'chromium')"
147,"(19663, 'deceases')"
148,"(64838, 'replicas')"
149,"(82739, 'unitizes')"
150,"(87430, 'wrinkled')"
151,"(54230, 'outstrip')"
152,"(86150, 'wheedled')"
153,"(8658, 'bonfires')"
154,"(36869, 'horribly')"
155,"(23551, 'downtime')"
156,"(72549, 'sojourns')"
157,"(32694, 'gleaming')"
158,"(2910, 'animator')"
159,"(82794, 'unlawful')"
160,"(1208, 'adulated')"
161,"(41079, 'jabbered')"
162,"(55230, 'pancaked')"
163,"(85862, 'websites')"
164,"(80836, 'tropical')"
165,"(37646, 'hypnotic')"
166,"(4330, 'assaggio')"
167,"(14550, 'cobbling')"
168,"(5364, 'backlogs')"
169,"(58598, 'politely')"
170,"(26483, 'escallop')"
171,"(64966, 'republic')"
172,"(76781, 'swelling')"
173,"(27973, 'falconry')"
174,"(59110, 'postmark')"
175,"(86525, 'wifelier')"
176,"(74627, 'steroids')"
177,"(67138, 'rushiest')"
178,"(70667, 'shutting')"
179,"(73413, 'spillage')"
180,"(14005, 'claudius')"
181,"(20533, 'demotion')"
182,"(30148, 'forearms')"
183,"(60530, 'promotes')"
184,"(34005, 'grumbles')"
185,"(31376, 'fusilier')"
186,"(19570, 'debonair')"
187,"(56351, 'pellucid')"
188,"(36438, 'hogtying')"
189,"(87363, 'wrappers')"
190,"(81410, 'twinkles')"
191,"(42653, 'klansman')"
192,"(36166, 'hilliest')"
193,"(8933, 'botching')"
194,"(50611, 'mutating')"
195,"(79873, 'toughest')"
196,"(48469, 'milliner')"
197,"(31029, 'frontier')"
198,"(48130, 'mexicans')"
199,"(50055, 'mountain')"
200,"(41309, 'jayapura')"
201,"(5437, 'backyard')"
202,"(58127, 'playable')"
203,"(29910, 'focusing')"
204,"(75452, 'sturgeon')"
205,"(53054, 'oddballs')"
206,"(10796, 'cakewalk')"
207,"(70596, 'shrivels')"
208,"(66336, 'roadside')"
209,"(55073, 'paladins')"
210,"(19173, 'dandruff')"
211,"(31323, 'furlongs')"
212,"(6183, 'bassinet')"
213,"(61432, 'pursuits')"
214,"(81100, 'tulsidas')"
215,"(49123, 'mistrial')"
216,"(82775, 'unkindly')"
217,"(74916, 'stopgaps')"
218,"(64085, 'regulars')"
219,"(68664, 'scribble')"
220,"(70403, 'shoppers')"
221,"(87202, 'workaday')"
222,"(33882, 'grottoes')"
223,"(6883, 'bellyful')"
224,"(34844, 'handymen')"
225,"(32783, 'globally')"
226,"(56085, 'payslips')"
227,"(27855, 'factored')"
228,"(67595, 'samizdat')"
229,"(61237, 'puncheon')"
230,"(51999, 'nonevent')"
231,"(56295, 'peerages')"
232,"(68038, 'scabbard')"
233,"(80684, 'trimaran')"
234,"(9818, 'brownish')"
235,"(84033, 'vaporize')"
236,"(44771, 'listless')"
237,"(19386, 'daybreak')"
238,"(2297, 'altruism')"
239,"(4296, 'asphodel')"
240,"(44355, 'licorice')"
241,"(52577, 'numerous')"
242,"(12701, 'chapbook')"
243,"(76319, 'supinely')"
244,"(85608, 'watchers')"
245,"(28072, 'fandango')"
246,"(20416, 'demesnes')"
247,"(31944, 'gavottes')"
248,"(35259, 'hawthorn')"
249,"(41463, 'jetliner')"
250,"(25060, 'elicited')"
251,"(62409, 'ransacks')"
252,"(49568, 'monocles')"
253,"(23041, 'doddered')"
254,"(8998, 'bounding')"
255,"(44296, 'liberals')"
256,"(78335, 'tertiary')"
257,"(86186, 'whelming')"
258,"(72379, 'snuffing')"
259,"(14336, 'clotting')"
260,"(31052, 'frostily')"
261,"(18393, 'crumbier')"
262,"(76763, 'sweetest')"
263,"(29414, 'flatland')"
264,"(7852, 'blamable')"
265,"(20015, 'defenses')"
266,"(28895, 'filliped')"
267,"(24356, 'earliest')"
268,"(34991, 'harebell')"
269,"(58542, 'polanski')"
270,"(72051, 'smoothed')"
271,"(35524, 'heavenly')"
272,"(24061, 'duisburg')"
273,"(9234, 'brandies')"
274,"(37376, 'hungrily')"
275,"(78986, 'tibetans')"
276,"(35891, 'herewith')"
277,"(42982, 'kwakiutl')"
278,"(31988, 'gazumped')"
279,"(61930, 'quirinal')"
280,"(16946, 'copycats')"
281,"(62131, 'radiomen')"
282,"(84007, 'vanished')"
283,"(25434, 'emperors')"
284,"(17342, 'cottages')"
285,"(39267, 'infamous')"
286,"(73109, 'sparring')"
287,"(16069, 'congress')"
288,"(12289, 'celibacy')"
289,"(58937, 'porosity')"
290,"(72381, 'snuffled')"
291,"(61813, 'querying')"
292,"(62461, 'rapports')"
293,"(51347, 'nestling')"
294,"(49854, 'morosely')"
295,"(68572, 'scranton')"
296,"(10224, 'bundling')"
297,"(55470, 'paranoid')"
298,"(38361, 'implicit')"
299,"(54153, 'outrages')"
300,"(78737, 'thornton')"
301,"(77724, 'tawdrily')"
302,"(50044, 'mottling')"
303,"(26240, 'epitomes')"
304,"(56429, 'penlight')"
305,"(30898, 'friedman')"
306,"(31452, 'gabbling')"
307,"(84768, 'virology')"
308,"(24843, 'eighties')"
309,"(74194, 'stampede')"
310,"(44305, 'liberian')"
311,"(2298, 'altruist')"
312,"(62321, 'rampaged')"
313,"(8401, 'boatload')"
314,"(34237, 'gunboats')"
315,"(29926, 'foghorns')"
316,"(34751, 'handbill')"
317,"(56738, 'perkiest')"
318,"(77202, 'tadpoles')"
319,"(17989, 'creepily')"
320,"(68844, 'scurvier')"
321,"(350, 'abortive')"
322,"(37341, 'humphing')"
323,"(74109, 'stagnate')"
324,"(32596, 'gizzards')"
325,"(8911, 'bossiest')"
326,"(77311, 'talisman')"
327,"(49523, 'mongolia')"
328,"(28835, 'figments')"
329,"(87431, 'wrinkles')"
330,"(82354, 'unearned')"
331,"(32171, 'gentling')"
332,"(64536, 'remixing')"
333,"(76851, 'swishing')"
334,"(69228, 'seizures')"
335,"(51036, 'nautical')"
336,"(80672, 'trilling')"
337,"(63439, 'recurred')"
338,"(79889, 'tourists')"
339,"(63616, 'reducing')"
340,"(11231, 'canopies')"
341,"(74687, 'stiffest')"
342,"(44837, 'littered')"
343,"(32274, 'germinal')"
344,"(51404, 'neurotic')"
345,"(81530, 'typology')"
346,"(36259, 'hirohito')"
347,"(18121, 'crippler')"
348,"(66673, 'roseland')"
349,"(40799, 'ironical')"
350,"(7999, 'blending')"
351,"(49967, 'motherly')"
352,"(7094, 'berrying')"
353,"(67730, 'sanitize')"
354,"(59559, 'predicts')"
355,"(55650, 'parroted')"
356,"(7550, 'binomial')"
357,"(14886, 'collated')"
358,"(64415, 'relished')"
359,"(69841, 'shagging')"
360,"(14416, 'clunkers')"
361,"(13472, 'chorused')"
362,"(54867, 'oxidizes')"
363,"(6915, 'bemiring')"
364,"(56898, 'persuade')"
365,"(82913, 'unnerved')"
366,"(52465, 'nowadays')"
367,"(54161, 'outreach')"
368,"(37818, 'identity')"
369,"(9820, 'brownout')"
370,"(78291, 'terrazzo')"
371,"(23020, 'doctored')"
372,"(4413, 'assigner')"
373,"(67902, 'saturate')"
374,"(29205, 'fittings')"
375,"(67952, 'sauteing')"
376,"(42474, 'killjoys')"
377,"(50556, 'muskiest')"
378,"(67945, 'sauropod')"
379,"(1791, 'airspeed')"
380,"(78133, 'tenderer')"
381,"(4549, 'astutely')"
382,"(25569, 'encipher')"
383,"(59642, 'preforms')"
384,"(22029, 'disciple')"
385,"(63344, 'recopies')"
386,"(64644, 'renewing')"
387,"(70430, 'shortcut')"
388,"(68781, 'scubaing')"
389,"(31637, 'gamecock')"
390,"(14046, 'cleanser')"
391,"(70689, 'sibelius')"
392,"(72057, 'smoothly')"
393,"(55845, 'pastrami')"
394,"(8571, 'bollixed')"
395,"(60063, 'priestly')"
396,"(65642, 'reunions')"
397,"(71603, 'sleepily')"
398,"(45049, 'lodestar')"
399,"(30747, 'freedman')"
400,"(74930, 'stopping')"
401,"(66583, 'ronstadt')"
402,"(31660, 'gaminess')"
403,"(31410, 'futurist')"
404,"(1717, 'airbases')"
405,"(74752, 'stinkbug')"
406,"(82719, 'uniquest')"
407,"(58803, 'pontiffs')"
408,"(20368, 'deluging')"
409,"(14381, 'clubbers')"
410,"(49121, 'mistress')"
411,"(79986, 'tracheae')"
412,"(34218, 'gumboils')"
413,"(69694, 'settings')"
414,"(35903, 'hermetic')"
415,"(14930, 'collides')"
416,"(24040, 'duelings')"
417,"(35418, 'headword')"
418,"(3849, 'archways')"
419,"(67174, 'rustlers')"
420,"(53115, 'offenses')"
421,"(47014, 'massenet')"
422,"(10900, 'callable')"
423,"(45893, 'mackinaw')"
424,"(62933, 'reattach')"
425,"(71696, 'slimmest')"
426,"(58616, 'politics')"
427,"(24138, 'dunghill')"
428,"(67091, 'rundowns')"
429,"(33126, 'goodwill')"
430,"(45443, 'lowlifes')"
431,"(36658, 'honduran')"
432,"(78432, 'textures')"
433,"(34767, 'handcuff')"
434,"(86917, 'withdrew')"
435,"(53658, 'ordained')"
436,"(61720, 'quarries')"
437,"(14577, 'cochlear')"
438,"(54525, 'overhung')"
439,"(34234, 'gumshoes')"
440,"(43571, 'launches')"
441,"(32251, 'geranium')"
442,"(78570, 'therefor')"
443,"(79163, 'timezone')"
444,"(67587, 'sambaing')"
445,"(74199, 'stampers')"
446,"(78487, 'theaters')"
447,"(57954, 'placenta')"
448,"(35344, 'headgear')"
449,"(87715, 'yearning')"
450,"(74016, 'squirted')"
451,"(83628, 'upwardly')"
452,"(9952, 'buckeyes')"
453,"(74880, 'stomping')"
454,"(71624, 'sleetier')"
455,"(45644, 'luncheon')"
456,"(33007, 'godthaab')"
457,"(7322, 'biathlon')"
458,"(74523, 'stefanie')"
459,"(77350, 'tallying')"
460,"(76866, 'switches')"
461,"(55792, 'passives')"
462,"(38509, 'improved')"
463,"(16425, 'consults')"
464,"(74174, 'stallion')"
465,"(19065, 'dairyman')"
466,"(9143, 'bradshaw')"
467,"(3520, 'applause')"
468,"(8235, 'blowlamp')"
469,"(64623, 'renegade')"
470,"(70487, 'shoveled')"
471,"(17257, 'cosigner')"
472,"(72300, 'snorkels')"
473,"(59204, 'pothooks')"
474,"(44338, 'licenses')"
475,"(17508, 'counting')"
476,"(67039, 'rumbaing')"
477,"(45718, 'lutanist')"
478,"(25904, 'enquirer')"
479,"(23399, 'dotingly')"
480,"(14871, 'collapse')"
481,"(87087, 'woodcock')"
482,"(61230, 'pumpkins')"
483,"(20440, 'demister')"
484,"(3739, 'arawakan')"
485,"(72142, 'snapshot')"
486,"(24702, 'effected')"
487,"(19016, 'daedalus')"
488,"(76639, 'swamping')"
489,"(36572, 'homemade')"
490,"(60662, 'proposer')"
491,"(5209, 'ayrshire')"
492,"(43922, 'legality')"
493,"(46481, 'manhunts')"
494,"(21658, 'dilatory')"
495,"(75600, 'sublimes')"
496,"(82962, 'unpicked')"
497,"(48173, 'michelob')"
498,"(73706, 'spotless')"
499,"(9988, 'buddings')"
500,"(3942, 'arizonan')"
501,"(81385, 'twiggier')"
502,"(43016, 'laborers')"
503,"(44975, 'lobbyist')"
504,"(10034, 'bugaboos')"
505,"(48281, 'middling')"
506,"(79085, 'tightwad')"
507,"(64388, 'relieved')"
508,"(78383, 'testings')"
509,"(32663, 'glasnost')"
510,"(73679, 'sportier')"
511,"(86587, 'wildlife')"
512,"(66021, 'ricobene')"
513,"(56951, 'perverse')"
514,"(33734, 'grilling')"
515,"(65932, 'rhizomes')"
516,"(60612, 'properer')"
517,"(67949, 'saussure')"
518,"(50314, 'mulroney')"
519,"(34939, 'harcourt')"
520,"(78761, 'thoughts')"
521,"(41560, 'jingoist')"
522,"(71819, 'slovenes')"
523,"(56055, 'paybacks')"
524,"(21830, 'dipstick')"
525,"(75080, 'strapped')"
526,"(72773, 'soothers')"
527,"(32041, 'geldings')"
528,"(19965, 'defamers')"
529,"(25936, 'enshrine')"
530,"(46783, 'markdown')"
531,"(73292, 'speedway')"
532,"(20937, 'descends')"
533,"(1477, 'africans')"
534,"(21589, 'diffused')"
535,"(17311, 'costlier')"
536,"(74329, 'starving')"
537,"(4842, 'augsburg')"
538,"(10562, 'buybacks')"
539,"(33768, 'grinning')"
540,"(70212, 'shimmies')"
541,"(8844, 'bordello')"
542,"(77830, 'tearooms')"
543,"(76841, 'swirlier')"
544,"(72413, 'soapiest')"
545,"(61117, 'pudgiest')"
546,"(45101, 'logistic')"
547,"(11454, 'caraways')"
548,"(14693, 'coercive')"
549,"(19463, 'deadpans')"
550,"(13278, 'chippers')"
551,"(51649, 'nighties')"
552,"(45790, 'lynchers')"
553,"(62800, 'realizes')"
554,"(48068, 'methinks')"
555,"(43505, 'lathered')"
556,"(14595, 'cockeyed')"
557,"(49412, 'molested')"
558,"(75817, 'succinct')"
559,"(70791, 'sideways')"
560,"(74865, 'stolidly')"
561,"(67060, 'rummages')"
562,"(85504, 'warplane')"
563,"(76883, 'swooning')"
564,"(66908, 'rubaiyat')"
565,"(5755, 'bandying')"
566,"(45965, 'madwomen')"
567,"(19525, 'debarked')"
568,"(11803, 'casandra')"
569,"(49478, 'monarchs')"
570,"(4500, 'astonish')"
571,"(4572, 'atalanta')"
572,"(85708, 'wavelets')"
573,"(79388, 'toadying')"
574,"(71838, 'slowness')"
575,"(44476, 'likelier')"
576,"(43212, 'laminate')"
577,"(53645, 'orchards')"
578,"(28159, 'farrowed')"
579,"(21807, 'diplomas')"
580,"(28786, 'fielders')"
581,"(16563, 'continue')"
582,"(27447, 'explicit')"
583,"(71366, 'skittish')"
584,"(40979, 'israelis')"
585,"(18584, 'culpably')"
586,"(84682, 'vincible')"
587,"(71977, 'smelting')"
588,"(33684, 'grenoble')"
589,"(76154, 'sunspots')"
590,"(27985, 'fallible')"
591,"(85097, 'voyagers')"
592,"(17874, 'crawlies')"
593,"(31623, 'gambians')"
594,"(35874, 'heredity')"
595,"(44149, 'lestrade')"
596,"(17811, 'crankily')"
597,"(33938, 'grouting')"
598,"(42705, 'kneading')"
599,"(83018, 'unproven')"
600,"(26446, 'ersatzes')"
601,"(57455, 'picketed')"
602,"(80491, 'treetops')"
603,"(84665, 'villainy')"
604,"(26070, 'entreaty')"
605,"(79987, 'tracheal')"
606,"(50916, 'narrowed')"
607,"(35865, 'herdsman')"
608,"(65951, 'rhubarbs')"
609,"(36595, 'homesick')"
610,"(41024, 'itemizes')"
611,"(37400, 'huntsman')"
612,"(71721, 'slippage')"
613,"(42667, 'klondike')"
614,"(44186, 'leukemia')"
615,"(86897, 'wisteria')"
616,"(36978, 'hostiles')"
617,"(75974, 'suleiman')"
618,"(83041, 'unravels')"
619,"(43626, 'lavishes')"
620,"(34027, 'grunting')"
621,"(30967, 'fritters')"
622,"(50636, 'mutinous')"
623,"(29016, 'finishes')"
624,"(41230, 'janitors')"
625,"(83735, 'ushering')"
626,"(29586, 'flippant')"
627,"(46467, 'mangrove')"
628,"(80598, 'tribunal')"
629,"(38748, 'inciters')"
630,"(22128, 'discount')"
631,"(42958, 'kumquats')"
632,"(36682, 'honeying')"
633,"(27479, 'exponent')"
634,"(25728, 'energies')"
635,"(64024, 'regional')"
636,"(86970, 'wizardly')"
637,"(52363, 'notating')"
638,"(22840, 'dithered')"
639,"(28527, 'feminist')"
640,"(73603, 'spoiling')"
641,"(16322, 'consorts')"
642,"(11981, 'catboats')"
643,"(50589, 'mustangs')"
644,"(13896, 'clanging')"
645,"(33699, 'gribbles')"
646,"(28599, 'ferrying')"
647,"(57502, 'piddling')"
648,"(77920, 'teetotal')"
649,"(49670, 'montcalm')"
650,"(80894, 'troweled')"
651,"(75247, 'striping')"
652,"(71424, 'skylarks')"
653,"(44621, 'linesman')"
654,"(11934, 'catacomb')"
655,"(79850, 'touchily')"
656,"(70892, 'signpost')"
657,"(76682, 'swashing')"
658,"(73730, 'spouting')"
659,"(40395, 'interval')"
660,"(8493, 'bogeyman')"
661,"(71365, 'skitters')"
662,"(47157, 'matronly')"
663,"(33306, 'graciela')"
664,"(54937, 'packaged')"
665,"(47855, 'mercuric')"
666,"(86770, 'wingless')"
667,"(23890, 'droughts')"
668,"(15493, 'complies')"
669,"(86725, 'windrows')"
670,"(12924, 'cheating')"
671,"(5265, 'babushka')"
672,"(64919, 'reprisal')"
673,"(77436, 'tangiers')"
674,"(85870, 'weddings')"
675,"(50110, 'mouthful')"
676,"(66468, 'roentgen')"
677,"(80884, 'trousers')"
678,"(45847, 'macbride')"
679,"(1648, 'agricola')"
680,"(66537, 'romances')"
681,"(3979, 'armenian')"
682,"(76863, 'switched')"
683,"(41784, 'journals')"
684,"(79331, 'titicaca')"
685,"(79763, 'torridly')"
686,"(4725, 'attiring')"
687,"(62742, 'readiest')"
688,"(71200, 'sixteens')"
689,"(29844, 'fluttery')"
690,"(73895, 'squalled')"
691,"(5792, 'bankcard')"
692,"(55598, 'parleyed')"
693,"(44266, 'liaising')"
694,"(55041, 'paintbox')"
695,"(40005, 'insureds')"
696,"(23193, 'dominate')"
697,"(25286, 'embodies')"
698,"(76108, 'sundowns')"
699,"(42453, 'kielbasa')"
700,"(73720, 'spottily')"
701,"(13009, 'cheesing')"
702,"(36101, 'highboys')"
703,"(8066, 'blisters')"
704,"(68116, 'scandium')"
705,"(58162, 'playoffs')"
706,"(2700, 'anatomic')"
707,"(8822, 'bootless')"
708,"(82911, 'unneeded')"
709,"(82787, 'unlacing')"
710,"(74387, 'statuary')"
711,"(62989, 'rebounds')"
712,"(68802, 'sculling')"
713,"(85968, 'weinberg')"
714,"(48171, 'michelin')"
715,"(62110, 'radicals')"
716,"(58399, 'plushier')"
717,"(23808, 'drinkers')"
718,"(70940, 'silkworm')"
719,"(4613, 'atlantis')"
720,"(6221, 'batching')"
721,"(57089, 'pfennigs')"
722,"(60240, 'problems')"
723,"(56217, 'pedantic')"
724,"(8106, 'blockage')"
725,"(83975, 'vamooses')"
726,"(58429, 'poachers')"
727,"(26860, 'evenings')"
728,"(21582, 'diffract')"
729,"(66874, 'rowlocks')"
730,"(15847, 'conduits')"
731,"(59174, 'potemkin')"
732,"(85463, 'warhorse')"
733,"(27305, 'exorcist')"
734,"(42834, 'kohlmyer')"
735,"(38421, 'impostor')"
736,"(23316, 'doorways')"
737,"(64319, 'relating')"
738,"(39374, 'inflated')"
739,"(43303, 'landslip')"
740,"(20237, 'delaying')"
741,"(48927, 'misheard')"
742,"(56346, 'pellagra')"
743,"(85304, 'walkaway')"
744,"(45765, 'lychgate')"
745,"(31608, 'galvanic')"
746,"(43895, 'leewards')"
747,"(16849, 'coolness')"
748,"(23537, 'downside')"
749,"(56212, 'pedaling')"
750,"(5868, 'barabbas')"
751,"(84817, 'visioned')"
752,"(44865, 'livelong')"
753,"(63534, 'redgrave')"
754,"(85905, 'weekends')"
755,"(31586, 'galloped')"
756,"(76648, 'swankest')"
757,"(47017, 'masseurs')"
758,"(43166, 'lamasery')"
759,"(53373, 'oncology')"
760,"(29382, 'flashers')"
761,"(21699, 'diminish')"
762,"(49667, 'montanan')"
763,"(6748, 'behaving')"
764,"(58990, 'portions')"
765,"(10456, 'business')"
766,"(14894, 'collator')"
767,"(80700, 'trinidad')"
768,"(14773, 'cohesion')"
769,"(50623, 'mutilate')"
770,"(68777, 'scrutiny')"
771,"(27303, 'exorcism')"
772,"(32578, 'giuseppe')"
773,"(1429, 'afflatus')"
774,"(38372, 'implores')"
775,"(81137, 'tuneless')"
776,"(68621, 'screamed')"
777,"(69504, 'sephardi')"
778,"(50112, 'mouthier')"
779,"(20206, 'deigning')"
780,"(46193, 'makeover')"
781,"(50987, 'nativity')"
782,"(35142, 'hastiest')"
783,"(7045, 'bergerac')"
784,"(32618, 'gladdest')"
785,"(5358, 'backlash')"
786,"(69659, 'servings')"
787,"(53228, 'oilskins')"
788,"(31241, 'funafuti')"
789,"(41855, 'judaical')"
790,"(31904, 'gauchely')"
791,"(87272, 'wormhole')"
792,"(57855, 'pitchers')"
793,"(50462, 'murkiest')"
794,"(32828, 'glossily')"
795,"(68120, 'scanning')"
796,"(11500, 'cardenas')"
797,"(50442, 'murasaki')"
798,"(60795, 'protegee')"
799,"(37032, 'hounding')"
800,"(63071, 'receipts')"
801,"(46499, 'manifest')"
802,"(83109, 'unripest')"
803,"(45439, 'lowlands')"
804,"(29679, 'floridan')"
805,"(60309, 'prodding')"
806,"(11846, 'cashless')"
807,"(69012, 'seconder')"
808,"(27248, 'exhorted')"
809,"(81014, 'trysting')"
810,"(51033, 'nauseous')"
811,"(53252, 'okinawan')"
812,"(65696, 'revenuer')"
813,"(78687, 'thinnest')"
814,"(54748, 'overtake')"
815,"(63632, 'redwoods')"
816,"(49799, 'morasses')"
817,"(11079, 'camshaft')"
818,"(25691, 'endorser')"
819,"(28925, 'filthily')"
820,"(67968, 'savannah')"
821,"(42350, 'keynoted')"
822,"(29574, 'flinging')"
823,"(62761, 'readopts')"
824,"(23451, 'douglass')"
825,"(72394, 'snuggled')"
826,"(9236, 'brandish')"
827,"(55182, 'palomino')"
828,"(52624, 'nutcases')"
829,"(49383, 'moldavia')"
830,"(3181, 'antietam')"
831,"(71487, 'slanders')"
832,"(10712, 'caddying')"
833,"(68270, 'schiller')"
834,"(29868, 'flypasts')"
835,"(77968, 'telemann')"
836,"(33326, 'gradient')"
837,"(47420, 'meantime')"
838,"(22997, 'docility')"
839,"(3434, 'apostles')"
840,"(68792, 'scuffles')"
841,"(13593, 'chunders')"
842,"(21026, 'desirous')"
843,"(45165, 'lonesome')"
844,"(26489, 'escapade')"
845,"(69029, 'secreted')"
846,"(36961, 'hostages')"
847,"(7081, 'bernbach')"
848,"(62089, 'radially')"
849,"(60828, 'protract')"
850,"(13872, 'clammily')"
851,"(24719, 'effendis')"
852,"(37830, 'ideology')"
853,"(19480, 'dealings')"
854,"(957, 'addendum')"
855,"(83356, 'untitled')"
856,"(62876, 'rearmost')"
857,"(24399, 'earthier')"
858,"(24527, 'eclogues')"
859,"(23017, 'doctoral')"
860,"(12869, 'chatline')"
861,"(82870, 'unmarred')"
862,"(12055, 'cathleen')"
863,"(63539, 'redialed')"
864,"(66221, 'ripplier')"
865,"(65028, 'requital')"
866,"(53741, 'oriented')"
867,"(12122, 'caulkers')"
868,"(18327, 'crowfeet')"
869,"(21135, 'detainee')"
870,"(75783, 'suburban')"
871,"(15420, 'competes')"
872,"(59920, 'presumes')"
873,"(16995, 'cordovan')"
874,"(52960, 'occasion')"
875,"(58991, 'portland')"
876,"(23558, 'downward')"
877,"(74919, 'stopover')"
878,"(7366, 'bicycler')"
879,"(67290, 'sacristy')"
880,"(55141, 'palladio')"
881,"(66970, 'ructions')"
882,"(83671, 'urgently')"
883,"(81391, 'twilight')"
884,"(1022, 'adhesive')"
885,"(83399, 'unvaried')"
886,"(86079, 'westpark')"
887,"(32890, 'gnarlier')"
888,"(65856, 'rewiring')"
889,"(11923, 'casualty')"
890,"(3464, 'apparent')"
891,"(69731, 'severest')"
892,"(41115, 'jackpots')"
893,"(29042, 'fireball')"
894,"(49741, 'moonwalk')"
895,"(74483, 'steelier')"
896,"(69793, 'shabbier')"
897,"(6603, 'bedtimes')"
898,"(14382, 'clubbing')"
899,"(11761, 'cartload')"
900,"(55188, 'palpates')"
901,"(69802, 'shackled')"
902,"(77211, 'taffrail')"
903,"(28796, 'fiendish')"
904,"(8069, 'blithely')"
905,"(9860, 'bruneian')"
906,"(83408, 'unversed')"
907,"(29387, 'flashier')"
908,"(69292, 'semarang')"
